temp_eau,temp_air,humidite,ph,luminosite,ir,temp_delta,heat_index,ph_deviation,clarity_score,uv_index_est,algae_risk,health_score,status,needs_maintenance
32.14,21.97,80.52,8.4,422.76,0.209,10.16,24.97,1.005,0.791,4.55,62.26,65.63,Warning,1
23.63,19.45,70.03,7.54,801.48,0.292,4.19,20.66,0.139,0.708,8.62,28.94,80.97,Normal,0
32.09,36.03,56.87,7.33,126.39,0.469,-3.94,43.16,0.073,0.531,1.36,45.77,79.84,Warning,0
20.5,32.04,31.2,6.98,778.65,0.567,-11.54,32.93,0.424,0.433,8.37,39.43,52.54,Warning,1
27.94,17.37,54.28,8.31,264.19,0.453,10.57,16.92,0.907,0.547,2.84,48.31,63.02,Warning,1
36.77,18.65,65.78,6.09,95.48,0.221,18.13,19.3,1.308,0.779,1.03,49.2,56.76,Danger,1
18.9,43.35,57.8,8.52,226.98,0.338,-24.45,56.06,1.116,0.662,2.44,36.29,53.21,Danger,1
26.34,30.22,82.6,7.95,855.1,0.086,-3.88,37.9,0.553,0.914,9.19,39.01,74.39,Warning,0
31.23,33.21,68.27,8.17,863.45,0.23,-1.99,40.64,0.772,0.77,9.28,58.72,72.73,Warning,1
19.63,19.75,72.64,7.25,357.53,0.91,-0.13,21.26,0.151,0.09,3.84,45.41,45.86,Danger,1
29.86,28.76,47.58,7.38,420.37,0.007,1.1,30.94,0.02,0.993,4.52,26.89,93.69,Normal,0
27.65,21.69,73.31,7.34,320.95,0.231,5.96,23.94,0.057,0.769,3.45,28.73,88.06,Normal,0
29.07,26.26,32.62,8.44,826.87,0.49,2.8,25.93,1.037,0.51,8.89,68.51,58.58,Warning,1
28.58,20.07,63.64,6.94,462.77,0.971,8.52,20.99,0.462,0.029,4.98,62.53,55.94,Danger,1
22.75,18.86,87.46,6.04,928.33,0.062,3.89,21.13,1.355,0.938,9.98,31.16,61.19,Danger,1
24.46,22.5,41.7,6.4,67.76,0.155,1.96,22.24,0.996,0.845,0.73,9.04,69.47,Danger,1
30.53,23.43,74.19,8.31,1002.72,0.44,7.1,26.47,0.909,0.56,10.78,73.57,59.95,Warning,1
38.39,33.26,70.15,8.78,490.85,0.213,5.13,41.04,1.384,0.787,5.28,86.95,39.09,Danger,1
36.53,16.68,37.31,8.65,308.01,0.696,19.84,15.01,1.246,0.304,3.31,93.21,35.7,Danger,1
21.75,37.42,93.65,7.51,43.9,0.234,-15.67,53.19,0.107,0.766,0.47,22.14,69.64,Normal,0
38.58,27.57,91.6,8.58,461.17,0.025,11.0,34.68,1.179,0.975,4.96,84.91,43.62,Danger,1
18.22,40.68,56.86,6.9,417.69,0.357,-22.46,50.98,0.496,0.643,4.49,23.26,61.05,Normal,1
30.6,22.71,64.29,7.21,941.82,0.892,7.89,24.55,0.185,0.108,10.13,75.75,60.16,Danger,1
39.24,26.25,35.72,6.14,852.61,0.383,12.98,26.26,1.257,0.617,9.17,79.39,28.07,Danger,1
28.09,15.34,64.36,7.78,461.89,0.838,12.76,15.03,0.384,0.162,4.97,55.73,58.47,Danger,1
26.02,36.57,50.77,8.52,286.55,0.667,-10.55,42.8,1.116,0.333,3.08,56.79,50.21,Danger,1
20.23,33.89,54.9,7.9,552.32,0.042,-13.67,39.43,0.503,0.958,5.94,16.11,75.21,Warning,0
33.41,29.03,60.32,6.01,309.76,0.669,4.38,32.99,1.393,0.331,3.33,61.67,42.15,Danger,1
30.63,31.22,60.57,8.04,816.49,0.221,-0.59,36.28,0.635,0.779,8.78,52.16,71.45,Warning,1
23.36,15.95,34.85,6.14,286.62,0.127,7.41,14.03,1.26,0.873,3.08,11.25,63.37,Danger,1
21.25,16.15,52.33,8.47,566.52,0.065,5.1,15.31,1.068,0.935,6.09,31.49,61.32,Warning,1
26.21,25.1,62.1,8.09,489.85,0.074,1.1,27.61,0.692,0.926,5.27,27.41,79.13,Warning,1
37.54,35.84,72.72,8.74,553.96,0.074,1.69,45.92,1.34,0.926,5.96,80.32,42.94,Danger,1
21.57,34.99,56.05,6.08,56.81,0.393,-13.42,41.34,1.315,0.607,0.61,16.93,46.74,Danger,1
21.76,18.2,54.45,8.41,802.04,0.684,3.56,17.95,1.013,0.316,8.62,59.93,37.7,Warning,1
27.72,21.78,38.91,6.05,879.93,0.496,5.94,21.12,1.352,0.504,9.46,49.94,54.15,Danger,1
29.64,22.75,57.78,8.02,828.37,0.7,6.89,24.01,0.617,0.3,8.91,68.19,55.79,Warning,1
23.16,34.84,87.84,6.93,817.84,0.94,-11.68,46.94,0.475,0.06,8.79,64.12,42.76,Danger,1
21.61,22.83,74.2,8.6,24.3,0.326,-1.21,25.61,1.199,0.674,0.26,35.64,49.74,Danger,1
27.29,38.05,62.68,7.55,623.03,0.516,-10.77,47.74,0.155,0.484,6.7,43.88,69.29,Warning,1
20.35,15.68,83.74,7.44,305.34,0.454,4.67,16.6,0.037,0.546,3.28,31.61,64.95,Warning,0
20.68,30.71,37.2,8.58,575.32,0.811,-10.03,32.11,1.179,0.189,6.19,64.27,35.0,Danger,1
35.94,25.25,39.07,8.67,904.99,0.883,10.68,25.39,1.275,0.117,9.73,100.0,17.02,Danger,1
31.12,30.37,81.83,6.33,801.06,0.812,0.74,38.04,1.07,0.188,8.61,76.98,41.81,Danger,1
26.53,34.69,89.48,6.47,318.26,0.671,-8.15,46.94,0.926,0.329,3.42,51.04,55.99,Danger,1
32.35,32.73,35.57,7.3,910.65,0.362,-0.38,34.52,0.099,0.638,9.79,59.09,74.9,Warning,0
25.87,25.88,56.31,8.32,465.53,0.607,-0.02,28.07,0.92,0.393,5.01,52.9,50.19,Warning,1
37.22,20.36,37.99,7.22,996.7,0.7,16.86,19.35,0.177,0.3,10.72,89.1,37.9,Danger,1
26.59,23.85,92.18,7.28,727.44,0.81,2.73,28.83,0.119,0.19,7.82,66.91,58.87,Danger,1
23.12,23.64,31.49,8.91,853.85,0.404,-0.52,22.67,1.508,0.596,9.18,62.23,42.29,Danger,1
21.38,16.26,38.79,8.65,164.18,0.068,5.12,14.62,1.25,0.932,1.77,27.51,63.88,Danger,1
27.13,29.89,45.33,8.42,981.92,0.291,-2.76,32.18,1.017,0.709,10.56,57.57,64.85,Warning,1
35.99,41.58,33.88,8.5,599.4,0.038,-5.59,46.51,1.102,0.962,6.45,67.96,56.62,Danger,1
23.32,38.91,70.69,7.48,23.92,0.89,-15.59,51.08,0.077,0.11,0.26,36.45,56.62,Danger,1
36.25,35.64,34.52,7.63,983.87,0.923,0.61,38.26,0.227,0.077,10.58,94.83,36.48,Danger,1
21.81,19.61,79.15,6.48,66.07,0.39,2.2,21.56,0.918,0.61,0.71,21.61,60.22,Danger,1
24.78,36.73,39.36,7.86,594.53,0.904,-11.95,40.73,0.463,0.096,6.39,52.88,52.43,Danger,1
20.66,27.14,30.04,6.72,993.67,0.456,-6.49,26.7,0.677,0.544,10.68,39.6,59.65,Danger,1
18.52,41.4,87.81,7.96,118.92,0.876,-22.88,60.33,0.56,0.124,1.28,50.51,36.94,Danger,1
22.42,43.2,87.27,6.61,402.88,0.337,-20.78,64.25,0.785,0.663,4.33,30.77,66.13,Danger,1
37.56,41.23,41.42,7.65,546.32,0.45,-3.67,47.95,0.253,0.55,5.87,70.44,49.89,Danger,1
32.21,23.25,52.63,8.67,333.26,0.444,8.96,24.19,1.265,0.556,3.58,71.19,56.04,Danger,1
36.86,35.97,49.76,7.89,656.79,0.412,0.89,41.67,0.486,0.588,7.06,71.32,52.83,Danger,1
26.06,30.24,91.76,8.18,110.41,0.301,-4.18,39.23,0.782,0.699,1.19,41.06,67.75,Warning,1
27.92,15.15,90.78,8.71,944.99,0.429,12.77,16.3,1.312,0.571,10.16,82.43,48.11,Danger,1
33.59,30.35,35.01,6.5,243.71,0.896,3.24,31.34,0.896,0.104,2.62,69.84,38.99,Danger,1
19.86,29.33,37.27,8.7,284.84,0.197,-9.47,30.34,1.304,0.803,3.06,36.62,50.76,Danger,1
35.76,30.31,32.48,8.23,34.85,0.604,5.45,30.92,0.829,0.396,0.37,70.91,39.96,Danger,1
22.59,28.4,30.4,6.85,633.6,0.284,-5.81,28.27,0.549,0.716,6.81,24.99,65.62,Warning,1
32.83,37.27,86.09,8.63,507.73,0.407,-4.44,51.29,1.227,0.593,5.46,82.43,53.71,Danger,1
35.44,29.26,94.69,7.91,315.19,0.794,6.18,37.92,0.513,0.206,3.39,88.0,41.51,Danger,1
38.59,25.21,74.53,7.88,98.08,0.722,13.38,29.08,0.476,0.278,1.05,78.9,37.73,Danger,1
26.39,17.9,82.66,8.58,137.36,0.813,8.49,19.48,1.181,0.187,1.48,68.46,39.41,Danger,1
20.14,44.92,30.3,8.53,571.13,0.957,-24.78,50.42,1.127,0.043,6.14,68.75,21.53,Danger,1
25.94,40.21,76.19,7.8,659.21,0.683,-14.27,54.89,0.402,0.317,7.09,50.43,60.87,Warning,1
20.59,20.44,41.49,8.53,403.58,0.489,0.15,19.72,1.129,0.511,4.34,46.47,39.2,Danger,1
37.15,15.31,35.41,8.44,133.6,0.793,21.85,13.34,1.036,0.207,1.44,89.97,21.06,Danger,1
35.07,16.51,52.18,7.44,640.1,0.836,18.56,15.74,0.044,0.164,6.88,80.44,55.73,Danger,1
32.5,19.55,81.69,8.8,48.37,0.08,12.94,21.67,1.4,0.92,0.52,60.56,62.05,Danger,1
37.37,34.45,59.98,8.31,306.6,0.992,2.92,41.2,0.907,0.008,3.3,99.04,16.61,Danger,1
37.52,40.65,90.64,6.19,929.53,0.249,-3.13,59.38,1.207,0.751,9.99,80.8,36.03,Danger,1
26.15,21.97,58.5,7.52,152.08,0.36,4.18,23.05,0.117,0.64,1.64,24.11,73.71,Normal,0
32.84,32.42,76.55,8.35,682.35,0.241,0.42,40.68,0.952,0.759,7.34,67.92,62.3,Warning,1
28.26,17.22,88.14,6.27,998.9,0.032,11.04,18.92,1.126,0.968,10.74,44.62,75.82,Danger,1
24.33,42.14,83.56,6.08,22.46,0.603,-17.81,60.82,1.325,0.397,0.24,32.37,48.01,Danger,1
18.31,44.03,71.14,6.03,501.8,0.158,-25.72,61.34,1.368,0.842,5.4,17.66,50.37,Danger,1
18.63,26.13,45.47,8.94,79.91,0.72,-7.5,27.19,1.543,0.28,0.86,59.08,21.56,Danger,1
35.96,21.43,85.59,8.85,218.01,0.243,14.54,24.62,1.451,0.757,2.34,84.36,39.86,Danger,1
27.55,40.06,84.76,6.93,182.9,0.367,-12.51,56.67,0.467,0.633,1.97,36.63,71.19,Normal,1
28.94,37.1,65.67,8.42,106.33,0.439,-8.17,46.73,1.017,0.561,1.14,50.07,60.87,Warning,1
20.66,24.95,88.6,7.14,279.76,0.671,-4.29,30.15,0.26,0.329,3.01,42.15,51.03,Warning,1
28.59,23.66,49.62,6.56,370.93,0.168,4.93,24.43,0.843,0.832,3.99,28.47,75.56,Danger,1
37.68,22.63,45.74,8.69,581.1,0.73,15.06,22.76,1.294,0.27,6.25,100.0,21.07,Danger,1
32.63,37.27,55.15,8.81,720.09,0.072,-4.64,44.82,1.415,0.928,7.74,69.6,63.43,Danger,1
20.08,30.66,35.75,7.88,466.86,0.553,-10.58,31.85,0.482,0.447,5.02,34.21,54.55,Warning,1
23.51,24.59,61.33,7.7,944.89,0.352,-1.08,26.82,0.299,0.648,10.16,34.4,66.37,Normal,0
38.3,36.53,51.34,7.24,899.0,0.438,1.76,42.86,0.156,0.562,9.67,79.73,49.58,Danger,1
29.51,20.58,67.83,8.97,991.57,0.614,8.93,21.99,1.575,0.386,10.66,91.76,39.19,Danger,1
35.93,43.52,86.75,8.7,234.83,0.158,-7.59,64.82,1.299,0.842,2.53,78.03,47.29,Danger,1
32.5,43.01,94.6,8.56,850.12,0.519,-10.5,65.87,1.157,0.481,9.14,95.78,43.26,Danger,1
32.09,15.68,81.63,7.97,173.96,0.636,16.41,16.47,0.572,0.364,1.87,63.56,60.64,Warning,1
35.34,40.12,46.47,8.44,186.28,0.394,-4.79,47.46,1.043,0.606,2.0,69.87,46.89,Danger,1
35.71,42.03,31.12,8.21,897.7,0.954,-6.32,46.43,0.812,0.046,9.65,100.0,27.62,Danger,1
21.81,29.97,88.57,6.95,516.68,0.996,-8.16,38.31,0.453,0.004,5.56,60.22,34.81,Danger,1
31.82,44.87,53.87,6.82,289.24,0.617,-13.05,57.71,0.581,0.383,3.11,54.37,60.56,Warning,1
21.62,22.8,65.16,8.53,541.44,0.783,-1.18,24.76,1.133,0.217,5.82,61.26,36.66,Danger,1
34.28,34.28,30.53,7.35,274.21,0.512,-0.0,35.71,0.055,0.488,2.95,57.23,66.65,Warning,1
25.05,19.82,83.68,8.97,798.01,0.138,5.23,22.19,1.572,0.862,8.58,61.98,53.21,Danger,1
26.91,34.0,73.46,8.42,245.61,0.965,-7.09,42.85,1.021,0.035,2.64,69.87,36.85,Danger,1
20.73,39.87,60.11,7.47,326.07,0.046,-19.14,50.33,0.071,0.954,3.51,8.87,84.2,Normal,0
34.76,21.73,94.52,8.36,868.11,0.873,13.02,25.82,0.959,0.127,9.33,100.0,28.57,Danger,1
28.26,42.51,57.72,6.29,610.16,0.106,-14.25,54.48,1.113,0.894,6.56,30.11,75.89,Danger,1
39.95,35.26,43.69,6.41,364.58,0.146,4.69,39.45,0.986,0.854,3.92,61.51,46.73,Danger,1
35.23,34.74,70.12,7.31,176.7,0.638,0.48,43.52,0.093,0.362,1.9,63.05,56.77,Danger,1
24.72,34.78,54.6,6.5,494.63,0.289,-10.06,40.75,0.895,0.711,5.32,24.37,71.17,Danger,1
19.04,40.59,59.99,6.05,136.43,0.945,-21.55,51.59,1.352,0.055,1.47,40.75,23.72,Danger,1
34.91,41.48,50.82,7.64,665.28,0.842,-6.58,50.81,0.241,0.158,7.15,80.69,48.21,Danger,1
38.94,33.21,86.8,6.25,474.0,0.179,5.72,43.74,1.15,0.821,5.1,70.58,44.74,Danger,1
23.17,36.39,34.09,6.6,327.21,0.782,-13.22,39.19,0.797,0.218,3.52,38.31,47.28,Danger,1
35.97,38.66,94.49,8.03,652.1,0.602,-2.69,55.98,0.631,0.398,7.01,92.03,46.06,Danger,1
29.29,40.54,31.36,6.38,614.36,0.847,-11.25,44.37,1.02,0.153,6.61,62.97,48.02,Danger,1
37.17,25.13,60.25,8.86,427.2,0.599,12.05,27.45,1.459,0.401,4.59,99.16,28.75,Danger,1
23.82,17.76,92.27,7.68,988.05,0.867,6.06,19.93,0.279,0.133,10.62,67.05,52.59,Danger,1
28.37,29.41,40.79,7.36,840.63,0.989,-1.04,30.91,0.039,0.011,9.04,70.74,52.26,Danger,1
39.17,15.57,63.53,6.6,629.44,0.946,23.6,15.27,0.8,0.054,6.77,96.87,18.78,Danger,1
37.06,25.97,62.58,6.85,566.59,0.303,11.09,28.88,0.554,0.697,6.09,63.51,56.41,Danger,1
28.22,36.01,86.72,6.9,636.4,0.846,-7.79,48.96,0.501,0.154,6.84,68.53,48.94,Danger,1
21.59,35.44,58.29,6.86,161.36,0.585,-13.86,42.48,0.543,0.415,1.74,26.89,51.47,Warning,1
32.69,23.43,30.04,8.3,165.04,0.253,9.26,22.28,0.902,0.747,1.77,52.28,70.68,Warning,1
25.53,29.56,82.81,7.95,149.36,0.184,-4.03,36.83,0.551,0.816,1.61,25.32,73.1,Warning,0
23.5,21.56,30.23,8.32,755.44,0.348,1.94,20.12,0.922,0.652,8.12,43.21,58.21,Warning,1
35.28,17.98,59.93,8.52,249.9,0.38,17.3,18.05,1.12,0.62,2.69,72.42,49.9,Danger,1
32.81,28.88,58.19,7.26,497.21,0.347,3.93,32.5,0.141,0.653,5.35,50.99,75.04,Warning,0
24.95,29.33,54.84,7.76,645.66,0.996,-4.38,32.7,0.357,0.004,6.94,56.59,51.17,Danger,1
34.16,17.94,79.43,7.53,886.49,0.971,16.22,19.32,0.127,0.029,9.53,93.1,40.72,Danger,1
38.43,35.15,78.04,7.42,362.95,0.8,3.28,45.69,0.017,0.2,3.9,87.12,39.72,Danger,1
29.89,17.21,46.55,8.18,772.1,0.889,12.68,16.23,0.776,0.111,8.3,79.24,51.51,Danger,1
32.84,43.35,64.93,7.96,888.03,0.764,-10.51,58.13,0.562,0.236,9.55,80.22,50.74,Warning,1
29.81,30.84,72.17,8.1,558.66,0.185,-1.03,37.4,0.702,0.815,6.01,45.48,70.02,Warning,1
28.85,21.12,57.53,6.44,149.6,0.843,7.73,21.87,0.959,0.157,1.61,51.49,51.71,Danger,1
35.17,15.35,48.57,6.05,3.46,0.032,19.82,14.13,1.347,0.968,0.04,34.86,61.31,Danger,1
20.0,38.95,63.55,6.74,857.95,0.51,-18.95,49.52,0.664,0.49,9.23,38.84,48.17,Danger,1
30.49,35.18,66.32,8.8,362.12,0.41,-4.68,43.56,1.398,0.59,3.89,68.63,59.11,Danger,1
32.02,43.99,81.49,7.54,649.32,0.406,-11.96,64.34,0.139,0.594,6.98,60.03,73.51,Warning,0
26.96,23.44,74.08,8.01,958.93,0.079,3.51,26.48,0.608,0.921,10.31,39.9,77.53,Warning,1
26.77,30.82,37.77,7.47,672.12,0.314,-4.05,32.35,0.074,0.686,7.23,35.32,81.12,Normal,0
23.84,26.08,88.97,6.08,279.1,0.936,-2.23,31.96,1.325,0.064,3.0,52.92,34.99,Danger,1
26.74,28.62,72.42,7.84,641.18,0.94,-1.88,33.96,0.435,0.06,6.89,61.73,49.69,Danger,1
28.78,43.92,38.33,8.84,970.09,0.953,-15.14,51.33,1.445,0.047,10.43,99.44,27.77,Danger,1
30.71,40.15,50.39,7.77,262.34,0.13,-9.44,48.45,0.372,0.87,2.82,30.95,90.38,Normal,0
39.59,17.09,37.89,7.77,88.3,0.631,22.49,15.52,0.366,0.369,0.95,73.91,42.53,Danger,1
27.12,37.69,37.39,6.9,826.21,0.088,-10.57,41.69,0.496,0.912,8.88,30.67,83.64,Normal,1
31.67,22.42,61.26,8.51,275.87,0.436,9.24,23.89,1.112,0.564,2.97,64.15,57.03,Danger,1
33.58,25.65,85.9,6.27,800.22,0.814,7.93,30.96,1.134,0.186,8.6,86.46,35.7,Danger,1
34.16,22.13,57.09,7.16,246.58,0.492,12.02,23.14,0.242,0.508,2.65,55.44,62.45,Warning,1
28.53,44.23,76.07,7.33,413.25,0.584,-15.7,63.26,0.072,0.416,4.44,48.86,74.3,Warning,1
22.88,30.63,73.73,7.08,289.84,0.217,-7.75,37.3,0.325,0.783,3.12,16.79,78.61,Normal,0
23.38,37.89,71.52,6.86,1014.64,0.646,-14.52,49.38,0.539,0.354,10.91,48.41,53.04,Warning,1
36.25,37.61,62.5,6.7,829.53,0.125,-1.37,46.94,0.7,0.875,8.92,59.56,60.37,Danger,1
35.98,39.04,70.94,6.02,340.78,0.853,-3.06,51.38,1.377,0.147,3.66,77.87,30.69,Danger,1
35.83,16.89,91.15,6.69,339.94,0.841,18.94,18.66,0.713,0.159,3.66,87.01,36.39,Danger,1
32.15,31.57,86.29,6.47,100.04,0.632,0.58,40.74,0.932,0.368,1.08,60.04,50.23,Danger,1
38.31,27.0,77.77,7.17,326.21,0.024,11.31,32.12,0.228,0.976,3.51,54.79,65.98,Danger,1
21.74,23.06,48.77,8.58,208.05,0.819,-1.31,23.58,1.177,0.181,2.24,56.66,37.71,Danger,1
28.2,36.74,50.71,6.05,725.97,0.606,-8.53,43.05,1.347,0.394,7.81,52.48,48.22,Danger,1
37.77,36.82,57.66,6.16,896.24,0.985,0.95,44.59,1.24,0.015,9.64,99.97,14.91,Danger,1
34.9,30.18,45.38,8.74,704.18,0.549,4.72,32.58,1.336,0.451,7.57,93.19,34.16,Danger,1
29.26,16.75,72.93,6.02,225.41,0.156,12.51,17.33,1.384,0.844,2.42,28.33,63.97,Danger,1
25.86,37.79,86.1,8.21,987.41,0.696,-11.92,52.32,0.808,0.304,10.62,72.92,52.19,Warning,1
27.29,24.06,60.02,8.3,665.22,0.772,3.22,25.98,0.904,0.228,7.15,67.63,48.22,Warning,1
34.13,19.67,51.04,7.68,16.93,0.912,14.46,19.52,0.284,0.088,0.18,67.24,40.69,Danger,1
19.95,34.93,42.59,7.69,254.7,0.166,-14.98,38.77,0.286,0.834,2.74,12.12,69.16,Normal,0
26.54,32.23,44.05,7.66,430.92,0.051,-5.69,35.21,0.257,0.949,4.63,18.95,91.73,Normal,0
30.15,42.82,82.52,7.71,44.05,0.752,-12.67,62.03,0.313,0.248,0.47,55.74,61.15,Warning,1
36.37,32.33,30.13,8.44,817.66,0.099,4.04,33.13,1.045,0.901,8.79,74.79,49.92,Danger,1
29.57,32.7,87.81,6.75,13.46,0.209,-3.12,42.98,0.651,0.791,0.14,34.26,76.3,Danger,1
22.65,35.24,81.33,8.44,10.68,0.009,-12.58,46.47,1.04,0.991,0.11,22.26,63.25,Warning,1
29.6,16.91,31.74,8.43,925.77,0.524,12.69,14.92,1.032,0.476,9.95,73.51,58.15,Warning,1
33.45,15.67,88.43,6.77,195.3,0.311,17.78,16.86,0.632,0.689,2.1,54.2,68.61,Danger,1
26.57,36.44,62.38,8.0,218.69,0.398,-9.87,44.92,0.604,0.602,2.35,33.43,70.52,Warning,1
30.6,20.59,82.5,6.27,100.55,0.25,10.0,23.18,1.129,0.75,1.08,38.19,67.19,Danger,1
19.7,15.23,60.69,7.04,160.35,0.656,4.46,14.69,0.36,0.344,1.72,29.69,53.05,Warning,1
20.68,21.89,53.72,8.97,786.27,0.337,-1.21,22.54,1.57,0.663,8.45,59.65,42.05,Danger,1
28.01,26.41,91.38,8.21,560.44,0.601,1.6,32.76,0.809,0.399,6.03,69.01,52.79,Warning,1
21.36,25.41,57.37,8.95,86.13,0.112,-4.05,27.54,1.554,0.888,0.93,35.17,51.38,Danger,1
21.72,35.54,53.44,8.54,765.83,0.471,-13.82,41.73,1.139,0.529,8.23,53.77,40.55,Danger,1
20.22,32.43,69.33,6.74,50.76,0.535,-12.21,39.54,0.662,0.465,0.55,22.5,54.27,Danger,1
32.38,21.39,41.68,8.93,116.3,0.999,10.99,20.88,1.534,0.001,1.25,95.96,30.75,Danger,1
31.85,25.19,86.41,8.73,738.49,0.71,6.65,30.3,1.33,0.29,7.94,99.27,41.85,Danger,1
19.71,44.97,31.01,7.49,375.58,0.776,-25.26,50.72,0.086,0.224,4.04,39.12,55.73,Warning,1
31.82,17.24,45.4,6.28,1001.49,0.128,14.57,16.18,1.118,0.872,10.77,50.1,64.92,Danger,1
20.48,40.87,67.35,8.5,648.62,0.769,-20.39,53.96,1.095,0.231,6.97,62.08,37.12,Warning,1
23.72,43.05,71.84,6.61,313.08,0.533,-19.33,59.5,0.794,0.467,3.37,28.97,57.62,Danger,1
35.53,24.06,74.75,6.0,340.29,0.84,11.47,27.43,1.395,0.16,3.66,77.86,26.5,Danger,1
25.77,15.03,31.5,6.44,104.21,0.49,10.74,12.8,0.962,0.51,1.12,27.15,61.68,Danger,1
19.86,41.1,73.43,6.51,296.4,0.194,-21.23,55.96,0.893,0.806,3.19,15.86,62.69,Danger,1
33.95,24.13,33.53,6.51,644.36,0.09,9.82,23.45,0.894,0.91,6.93,47.33,66.31,Danger,1
31.48,35.63,38.15,7.38,474.05,0.835,-4.15,38.93,0.021,0.165,5.1,66.06,59.37,Danger,1
26.95,18.7,75.14,7.86,733.44,0.656,8.25,20.04,0.459,0.344,7.89,54.93,60.34,Warning,1
37.3,24.23,41.86,8.78,729.44,0.971,13.07,24.4,1.379,0.029,7.84,100.0,18.61,Danger,1
39.17,18.68,68.37,7.49,2.71,0.193,20.49,19.53,0.09,0.807,0.03,53.28,63.37,Danger,1
19.34,43.44,92.75,8.68,1011.63,0.831,-24.11,66.39,1.275,0.169,10.88,88.24,23.83,Danger,1
22.35,22.71,86.03,7.44,733.46,0.562,-0.36,26.52,0.038,0.438,7.89,46.27,66.44,Warning,1
24.27,37.45,64.59,7.08,631.23,0.42,-13.18,47.09,0.322,0.58,6.79,31.17,72.4,Warning,0
32.91,28.74,91.75,7.46,983.94,0.848,4.18,36.65,0.056,0.152,10.58,92.68,53.16,Danger,1
34.79,33.14,64.62,7.65,206.09,0.214,1.66,39.91,0.255,0.786,2.22,45.38,73.39,Warning,1
34.4,18.75,67.84,6.41,68.08,0.534,15.66,19.58,0.986,0.466,0.73,54.01,53.14,Danger,1
38.22,15.31,60.27,6.44,323.04,0.024,22.91,14.76,0.96,0.976,3.47,50.57,57.32,Danger,1
33.68,34.64,43.54,8.7,703.8,0.336,-0.95,38.52,1.303,0.664,7.57,80.21,48.95,Danger,1
24.44,39.92,62.11,6.41,206.35,0.297,-15.48,50.91,0.994,0.703,2.22,17.61,67.15,Danger,1
31.04,43.92,47.03,6.99,24.5,0.373,-12.89,53.93,0.415,0.627,0.26,36.54,77.2,Normal,1
39.19,37.21,37.67,8.67,857.97,0.189,1.98,41.06,1.27,0.811,9.23,93.33,38.11,Danger,1
33.71,38.48,59.84,6.6,817.48,0.477,-4.77,47.86,0.798,0.523,8.79,65.81,51.42,Danger,1
21.37,25.66,77.81,7.72,443.24,0.702,-4.29,30.1,0.317,0.298,4.77,41.5,48.4,Warning,1
30.7,24.57,70.22,7.64,816.0,0.653,6.13,27.71,0.236,0.347,8.77,63.9,59.23,Warning,1
18.41,20.01,51.88,7.8,810.58,0.96,-1.6,20.0,0.404,0.04,8.72,55.93,39.01,Danger,1
34.03,33.64,57.97,7.83,409.89,0.454,0.39,39.58,0.429,0.546,4.41,57.79,63.49,Warning,1
30.4,18.01,64.04,8.86,102.34,0.971,12.39,18.37,1.46,0.029,1.1,86.76,35.49,Danger,1
30.34,24.97,30.56,6.05,397.02,0.783,5.36,24.15,1.353,0.217,4.27,58.87,45.43,Danger,1
21.41,29.63,62.61,7.14,552.38,0.925,-8.23,34.19,0.259,0.075,5.94,48.88,42.69,Danger,1
21.03,34.96,32.04,8.82,961.51,0.092,-13.93,36.87,1.42,0.908,10.34,49.87,50.9,Danger,1
35.54,28.94,61.12,8.91,235.81,0.526,6.61,32.96,1.511,0.474,2.54,88.52,39.75,Danger,1
24.65,40.53,76.57,7.84,116.51,0.851,-15.87,55.62,0.436,0.149,1.25,42.68,55.29,Danger,1
29.77,22.0,63.85,7.69,348.3,0.506,7.77,23.56,0.286,0.494,3.75,45.04,70.28,Warning,1
33.34,31.32,87.07,6.15,27.25,0.189,2.03,40.41,1.251,0.811,0.29,44.7,54.83,Danger,1
29.57,21.0,31.04,6.85,520.91,0.714,8.57,19.55,0.552,0.286,5.6,56.48,57.1,Warning,1
39.18,20.98,63.41,6.76,825.22,0.188,18.2,22.17,0.64,0.812,8.87,70.8,46.63,Danger,1
33.77,31.71,64.6,7.09,21.51,0.915,2.06,37.64,0.313,0.085,0.23,66.36,48.98,Danger,1
20.97,18.66,50.03,8.29,514.74,0.654,2.3,18.21,0.889,0.346,5.53,49.47,43.53,Warning,1
38.32,19.97,50.73,8.84,749.75,0.511,18.35,19.87,1.441,0.489,8.06,100.0,29.52,Danger,1
19.35,17.29,40.09,6.79,725.34,0.532,2.06,15.89,0.606,0.468,7.8,36.9,51.97,Danger,1
35.22,24.51,35.55,7.19,784.04,0.474,10.7,24.11,0.21,0.526,8.43,69.48,65.85,Danger,1
36.83,38.73,80.26,7.74,921.88,0.59,-1.89,52.9,0.343,0.41,9.91,87.05,37.8,Danger,1
22.31,39.39,54.12,8.37,1005.61,0.399,-17.08,48.09,0.973,0.601,10.81,51.89,52.92,Warning,1
21.74,29.26,72.51,6.94,496.84,0.537,-7.52,34.96,0.462,0.463,5.34,33.42,56.53,Warning,1
18.52,21.47,82.2,6.83,14.14,0.425,-2.95,24.39,0.566,0.575,0.15,23.4,58.51,Warning,1
34.55,27.42,67.17,8.24,909.69,0.64,7.14,31.49,0.837,0.36,9.78,87.73,40.6,Warning,1
